score,city,date,measurement_kind,unit,unique_accounts,signal_count,trade_rows,active_position_rows,active_value_usdc,trade_usdc,top_temperatures,market_type_counts,side_counts,top_handles
456.4,Singapore,April 26,highest,C,17,63,24,39,2189.86,0.0,"[{""label"": ""31C"", ""count"": 14}, {""label"": ""32C"", ""count"": 10}, {""label"": ""34C"", ""count"": 8}, {""label"": ""33C"", ""count"": 7}, {""label"": ""30C"", ""count"": 6}, {""label"": ""35C"", ""count"": 5}, {""label"": ""28C"", ""count"": 4}, {""label"": ""36C or higher"", ""count"": 3}]","{""exact_value"": 59, ""threshold_high"": 3, ""threshold_low"": 1}","{""NO"": 25, ""BUY"": 23, ""YES"": 14, ""SELL"": 1}","[{""handle"": ""hgmr2"", ""count"": 13}, {""handle"": ""airlorgedr"", ""count"": 7}, {""handle"": ""PaulaLolik"", ""count"": 6}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 5}, {""handle"": ""dpnd"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""Andyminvest"", ""count"": 4}, {""handle"": ""Railbird"", ""count"": 3}]"
450.79,Wellington,April 26,highest,C,17,69,34,35,728.9,0.0,"[{""label"": ""17C"", ""count"": 17}, {""label"": ""18C"", ""count"": 14}, {""label"": ""16C"", ""count"": 12}, {""label"": ""15C"", ""count"": 10}, {""label"": ""20C"", ""count"": 3}, {""label"": ""14C"", ""count"": 3}, {""label"": ""19C"", ""count"": 3}, {""label"": ""21C or higher"", ""count"": 3}]","{""exact_value"": 66, ""threshold_high"": 3}","{""BUY"": 26, ""NO"": 18, ""YES"": 17, ""SELL"": 8}","[{""handle"": ""StayFreshCheeseBags"", ""count"": 10}, {""handle"": ""tinylonglong"", ""count"": 10}, {""handle"": ""Poligarch"", ""count"": 9}, {""handle"": ""jeffkatsu"", ""count"": 8}, {""handle"": ""PaulaLolik"", ""count"": 5}, {""handle"": ""Railbird"", ""count"": 4}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""Andyminvest"", ""count"": 4}]"
450.12,Guangzhou,April 25,highest,C,16,85,56,29,262.11,0.0,"[{""label"": ""31C"", ""count"": 19}, {""label"": ""29C"", ""count"": 18}, {""label"": ""30C"", ""count"": 18}, {""label"": ""32C"", ""count"": 13}, {""label"": ""33C"", ""count"": 9}, {""label"": ""34C or higher"", ""count"": 7}, {""label"": ""24C or below"", ""count"": 1}]","{""exact_value"": 77, ""threshold_high"": 7, ""threshold_low"": 1}","{""BUY"": 56, ""YES"": 20, ""NO"": 9}","[{""handle"": ""newbees"", ""count"": 29}, {""handle"": ""hotcold"", ""count"": 27}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""patrickbro-wn"", ""count"": 4}, {""handle"": ""StayFreshCheeseBags"", ""count"": 3}, {""handle"": ""cyberkurajber"", ""count"": 3}, {""handle"": ""Poligarch"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}]"
449.9,London,April 23,highest,C,18,58,46,12,289.84,0.0,"[{""label"": ""16C"", ""count"": 17}, {""label"": ""18C"", ""count"": 13}, {""label"": ""17C"", ""count"": 12}, {""label"": ""19C"", ""count"": 9}, {""label"": ""15C"", ""count"": 5}, {""label"": ""20C"", ""count"": 1}, {""label"": ""23C or higher"", ""count"": 1}]","{""exact_value"": 57, ""threshold_high"": 1}","{""BUY"": 30, ""SELL"": 16, ""YES"": 8, ""NO"": 4}","[{""handle"": ""poligami"", ""count"": 17}, {""handle"": ""smallyua"", ""count"": 9}, {""handle"": ""syacxxa"", ""count"": 7}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""Walter-Weather"", ""count"": 3}, {""handle"": ""Wistesty"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}, {""handle"": ""Jiuzhou"", ""count"": 2}]"
446.12,Taipei,April 26,highest,C,16,81,50,31,461.65,0.0,"[{""label"": ""29C"", ""count"": 18}, {""label"": ""27C"", ""count"": 11}, {""label"": ""28C"", ""count"": 10}, {""label"": ""30C"", ""count"": 9}, {""label"": ""31C"", ""count"": 7}, {""label"": ""26C"", ""count"": 7}, {""label"": ""24C"", ""count"": 6}, {""label"": ""25C"", ""count"": 4}]","{""exact_value"": 76, ""threshold_high"": 3, ""threshold_low"": 2}","{""SELL"": 31, ""BUY"": 19, ""NO"": 16, ""YES"": 15}","[{""handle"": ""tinylonglong"", ""count"": 29}, {""handle"": ""StayFreshCheeseBags"", ""count"": 10}, {""handle"": ""PaulaLolik"", ""count"": 8}, {""handle"": ""hgmr2"", ""count"": 8}, {""handle"": ""Lex-tang"", ""count"": 5}, {""handle"": ""oleksiyz"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""dpnd"", ""count"": 3}]"
444.59,Lucknow,April 25,highest,C,17,67,34,33,409.13,0.0,"[{""label"": ""42C"", ""count"": 23}, {""label"": ""43C"", ""count"": 15}, {""label"": ""44C"", ""count"": 7}, {""label"": ""45C"", ""count"": 6}, {""label"": ""41C"", ""count"": 3}, {""label"": ""50C or higher"", ""count"": 3}, {""label"": ""49C"", ""count"": 3}, {""label"": ""47C"", ""count"": 2}]","{""exact_value"": 63, ""threshold_high"": 3, ""threshold_low"": 1}","{""YES"": 23, ""SELL"": 20, ""BUY"": 14, ""NO"": 10}","[{""handle"": ""oleksiyz"", ""count"": 15}, {""handle"": ""heimaokuaipao"", ""count"": 9}, {""handle"": ""hotcold"", ""count"": 9}, {""handle"": ""jeffkatsu"", ""count"": 7}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""Alrescha-114"", ""count"": 4}, {""handle"": ""Andyminvest"", ""count"": 4}, {""handle"": ""StayFreshCheeseBags"", ""count"": 3}]"
443.12,Istanbul,April 25,highest,C,16,77,52,25,761.94,0.0,"[{""label"": ""21C"", ""count"": 28}, {""label"": ""20C"", ""count"": 25}, {""label"": ""19C"", ""count"": 12}, {""label"": ""22C or higher"", ""count"": 10}, {""label"": ""16C"", ""count"": 2}]","{""exact_value"": 67, ""threshold_high"": 10}","{""SELL"": 36, ""BUY"": 16, ""NO"": 13, ""YES"": 12}","[{""handle"": ""oleksiyz"", ""count"": 31}, {""handle"": ""huskyvs"", ""count"": 10}, {""handle"": ""patrickbro-wn"", ""count"": 7}, {""handle"": ""Jiuzhou"", ""count"": 6}, {""handle"": ""StayFreshCheeseBags"", ""count"": 4}, {""handle"": ""Poligarch"", ""count"": 3}, {""handle"": ""jeffkatsu"", ""count"": 3}, {""handle"": ""Walter-Weather"", ""count"": 2}]"
440.51,Beijing,April 26,highest,C,16,61,26,35,2900.79,0.0,"[{""label"": ""24C"", ""count"": 19}, {""label"": ""26C"", ""count"": 13}, {""label"": ""25C"", ""count"": 9}, {""label"": ""27C"", ""count"": 7}, {""label"": ""29C"", ""count"": 3}, {""label"": ""23C"", ""count"": 3}, {""label"": ""22C"", ""count"": 3}, {""label"": ""21C"", ""count"": 3}]","{""exact_value"": 61}","{""BUY"": 23, ""NO"": 19, ""YES"": 16, ""SELL"": 3}","[{""handle"": ""hgmr2"", ""count"": 12}, {""handle"": ""PaulaLolik"", ""count"": 10}, {""handle"": ""jeffkatsu"", ""count"": 8}, {""handle"": ""Railbird"", ""count"": 4}, {""handle"": ""Andyminvest"", ""count"": 4}, {""handle"": ""dpnd"", ""count"": 3}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 3}, {""handle"": ""oleksiyz"", ""count"": 3}]"
437.29,Paris,April 25,highest,C,17,61,39,22,579.05,0.0,"[{""label"": ""23C"", ""count"": 29}, {""label"": ""24C"", ""count"": 17}, {""label"": ""22C"", ""count"": 7}, {""label"": ""25C or higher"", ""count"": 4}, {""label"": ""21C"", ""count"": 3}, {""label"": ""18C"", ""count"": 1}]","{""exact_value"": 57, ""threshold_high"": 4}","{""BUY"": 36, ""YES"": 12, ""NO"": 10, ""SELL"": 3}","[{""handle"": ""Poligarch"", ""count"": 11}, {""handle"": ""Walter-Weather"", ""count"": 6}, {""handle"": ""patrickbro-wn"", ""count"": 6}, {""handle"": ""StayFreshCheeseBags"", ""count"": 5}, {""handle"": ""Jiuzhou"", ""count"": 5}, {""handle"": ""cyberkurajber"", ""count"": 4}, {""handle"": ""smallyua"", ""count"": 4}, {""handle"": ""hgmr2"", ""count"": 4}]"
417.71,Ankara,April 26,highest,C,16,57,25,32,1220.94,0.0,"[{""label"": ""19C"", ""count"": 13}, {""label"": ""20C"", ""count"": 13}, {""label"": ""21C"", ""count"": 12}, {""label"": ""22C"", ""count"": 7}, {""label"": ""18C"", ""count"": 7}, {""label"": ""17C"", ""count"": 3}, {""label"": ""23C or higher"", ""count"": 1}, {""label"": ""13C or below"", ""count"": 1}]","{""exact_value"": 55, ""threshold_high"": 1, ""threshold_low"": 1}","{""BUY"": 24, ""NO"": 18, ""YES"": 14, ""SELL"": 1}","[{""handle"": ""PaulaLolik"", ""count"": 11}, {""handle"": ""heimaokuaipao"", ""count"": 8}, {""handle"": ""Poligarch"", ""count"": 6}, {""handle"": ""dpnd"", ""count"": 5}, {""handle"": ""Lex-tang"", ""count"": 4}, {""handle"": ""hgmr2"", ""count"": 4}, {""handle"": ""Mr.Z."", ""count"": 3}, {""handle"": ""tianqizhishen"", ""count"": 3}]"
410.7,Cape Town,April 25,highest,C,15,72,35,37,270.17,0.0,"[{""label"": ""22C"", ""count"": 13}, {""label"": ""23C"", ""count"": 11}, {""label"": ""21C"", ""count"": 9}, {""label"": ""20C"", ""count"": 6}, {""label"": ""24C"", ""count"": 6}, {""label"": ""26C"", ""count"": 5}, {""label"": ""19C or below"", ""count"": 5}, {""label"": ""25C"", ""count"": 5}]","{""exact_value"": 63, ""threshold_low"": 5, ""threshold_high"": 4}","{""BUY"": 34, ""YES"": 25, ""NO"": 12, ""SELL"": 1}","[{""handle"": ""newbees"", ""count"": 32}, {""handle"": ""hotcold"", ""count"": 8}, {""handle"": ""patrickbro-wn"", ""count"": 8}, {""handle"": ""StayFreshCheeseBags"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""hgmr2"", ""count"": 4}, {""handle"": ""Poligarch"", ""count"": 3}, {""handle"": ""0x2048"", ""count"": 2}]"
406.5,Moscow,April 26,highest,C,14,51,19,32,6838.73,0.0,"[{""label"": ""13C"", ""count"": 10}, {""label"": ""11C"", ""count"": 8}, {""label"": ""12C"", ""count"": 6}, {""label"": ""8C"", ""count"": 6}, {""label"": ""14C"", ""count"": 5}, {""label"": ""15C"", ""count"": 4}, {""label"": ""7C or below"", ""count"": 4}, {""label"": ""10C"", ""count"": 4}]","{""exact_value"": 46, ""threshold_low"": 4, ""threshold_high"": 1}","{""NO"": 24, ""BUY"": 17, ""YES"": 8, ""SELL"": 2}","[{""handle"": ""dpnd"", ""count"": 9}, {""handle"": ""ColdMath"", ""count"": 7}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 7}, {""handle"": ""PaulaLolik"", ""count"": 5}, {""handle"": ""oleksiyz"", ""count"": 3}, {""handle"": ""Lex-tang"", ""count"": 3}, {""handle"": ""0x2048"", ""count"": 3}, {""handle"": ""tianqizhishen"", ""count"": 3}]"
406.35,New York City,April 24,highest,F,12,110,101,9,134.8,0.0,"[{""label"": ""62-63F"", ""count"": 44}, {""label"": ""64-65F"", ""count"": 32}, {""label"": ""66F or higher"", ""count"": 29}, {""label"": ""58-59F"", ""count"": 3}, {""label"": ""60-61F"", ""count"": 2}]","{""exact_range"": 81, ""threshold_high"": 29}","{""BUY"": 88, ""SELL"": 13, ""YES"": 8, ""NO"": 1}","[{""handle"": ""Amano-Hina"", ""count"": 53}, {""handle"": ""Maskache2"", ""count"": 27}, {""handle"": ""kamikazetrading"", ""count"": 11}, {""handle"": ""ColdMath"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 3}, {""handle"": ""Lucky-Boy"", ""count"": 3}, {""handle"": ""huskyvs"", ""count"": 2}, {""handle"": ""neophyt"", ""count"": 2}]"
403.77,Toronto,April 25,highest,C,15,64,30,34,776.55,0.0,"[{""label"": ""7C"", ""count"": 23}, {""label"": ""9C"", ""count"": 13}, {""label"": ""8C"", ""count"": 11}, {""label"": ""6C"", ""count"": 7}, {""label"": ""10C"", ""count"": 6}, {""label"": ""11C or higher"", ""count"": 3}, {""label"": ""3C"", ""count"": 1}]","{""exact_value"": 61, ""threshold_high"": 3}","{""BUY"": 24, ""YES"": 19, ""NO"": 15, ""SELL"": 6}","[{""handle"": ""StayFreshCheeseBags"", ""count"": 16}, {""handle"": ""patrickbro-wn"", ""count"": 11}, {""handle"": ""hgmr2"", ""count"": 9}, {""handle"": ""Jiuzhou"", ""count"": 6}, {""handle"": ""dpnd"", ""count"": 4}, {""handle"": ""oleksiyz"", ""count"": 4}, {""handle"": ""heimaokuaipao"", ""count"": 3}, {""handle"": ""Andyminvest"", ""count"": 3}]"
403.03,Milan,April 26,highest,C,16,50,25,25,802.85,0.0,"[{""label"": ""26C"", ""count"": 20}, {""label"": ""25C"", ""count"": 10}, {""label"": ""27C"", ""count"": 9}, {""label"": ""24C"", ""count"": 6}, {""label"": ""28C"", ""count"": 4}, {""label"": ""21C"", ""count"": 1}]","{""exact_value"": 50}","{""BUY"": 24, ""YES"": 14, ""NO"": 11, ""SELL"": 1}","[{""handle"": ""Railbird"", ""count"": 12}, {""handle"": ""PaulaLolik"", ""count"": 8}, {""handle"": ""heimaokuaipao"", ""count"": 6}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""dpnd"", ""count"": 3}, {""handle"": ""hgmr2"", ""count"": 3}, {""handle"": ""Jiuzhou"", ""count"": 2}, {""handle"": ""Poligarch"", ""count"": 2}]"
399.76,Amsterdam,April 25,highest,C,13,91,61,30,326.22,0.0,"[{""label"": ""16C"", ""count"": 22}, {""label"": ""15C"", ""count"": 17}, {""label"": ""14C"", ""count"": 15}, {""label"": ""17C"", ""count"": 12}, {""label"": ""18C"", ""count"": 10}, {""label"": ""19C"", ""count"": 7}, {""label"": ""20C or higher"", ""count"": 7}, {""label"": ""13C"", ""count"": 1}]","{""exact_value"": 84, ""threshold_high"": 7}","{""BUY"": 54, ""YES"": 18, ""NO"": 12, ""SELL"": 7}","[{""handle"": ""newbees"", ""count"": 41}, {""handle"": ""StayFreshCheeseBags"", ""count"": 12}, {""handle"": ""Poligarch"", ""count"": 7}, {""handle"": ""cyberkurajber"", ""count"": 6}, {""handle"": ""hotcold"", ""count"": 6}, {""handle"": ""patrickbro-wn"", ""count"": 6}, {""handle"": ""oleksiyz"", ""count"": 3}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 2}]"
394.97,Chongqing,April 26,highest,C,14,68,36,32,1296.89,0.0,"[{""label"": ""26C"", ""count"": 20}, {""label"": ""25C"", ""count"": 10}, {""label"": ""29C or higher"", ""count"": 7}, {""label"": ""27C"", ""count"": 7}, {""label"": ""28C"", ""count"": 6}, {""label"": ""24C"", ""count"": 5}, {""label"": ""20C"", ""count"": 4}, {""label"": ""19C or below"", ""count"": 4}]","{""exact_value"": 57, ""threshold_high"": 7, ""threshold_low"": 4}","{""NO"": 21, ""BUY"": 20, ""SELL"": 16, ""YES"": 11}","[{""handle"": ""oleksiyz"", ""count"": 16}, {""handle"": ""hgmr2"", ""count"": 11}, {""handle"": ""airlorgedr"", ""count"": 8}, {""handle"": ""Lex-tang"", ""count"": 5}, {""handle"": ""Poligarch"", ""count"": 5}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""PaulaLolik"", ""count"": 4}, {""handle"": ""StayFreshCheeseBags"", ""count"": 3}]"
388.72,Shenzhen,April 26,highest,C,14,67,28,39,821.85,0.0,"[{""label"": ""31C"", ""count"": 13}, {""label"": ""30C"", ""count"": 11}, {""label"": ""32C or higher"", ""count"": 9}, {""label"": ""28C"", ""count"": 9}, {""label"": ""29C"", ""count"": 8}, {""label"": ""27C"", ""count"": 5}, {""label"": ""24C"", ""count"": 3}, {""label"": ""26C"", ""count"": 3}]","{""exact_value"": 57, ""threshold_high"": 9, ""threshold_low"": 1}","{""BUY"": 21, ""YES"": 20, ""NO"": 19, ""SELL"": 7}","[{""handle"": ""PaulaLolik"", ""count"": 16}, {""handle"": ""huskyvs"", ""count"": 12}, {""handle"": ""jeffkatsu"", ""count"": 9}, {""handle"": ""Poligarch"", ""count"": 5}, {""handle"": ""tinylonglong"", ""count"": 5}, {""handle"": ""Andyminvest"", ""count"": 4}, {""handle"": ""airlorgedr"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}]"
387.22,Chongqing,April 25,highest,C,16,41,19,22,572.17,0.0,"[{""label"": ""31C"", ""count"": 12}, {""label"": ""32C"", ""count"": 8}, {""label"": ""28C"", ""count"": 7}, {""label"": ""30C"", ""count"": 6}, {""label"": ""29C"", ""count"": 4}, {""label"": ""33C"", ""count"": 3}, {""label"": ""27C"", ""count"": 1}]","{""exact_value"": 41}","{""BUY"": 18, ""YES"": 14, ""NO"": 8, ""SELL"": 1}","[{""handle"": ""Alrescha-114"", ""count"": 7}, {""handle"": ""Jiuzhou"", ""count"": 6}, {""handle"": ""Lex-tang"", ""count"": 4}, {""handle"": ""StayFreshCheeseBags"", ""count"": 3}, {""handle"": ""0x2048"", ""count"": 3}, {""handle"": ""Andyminvest"", ""count"": 3}, {""handle"": ""hgmr2"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}]"
386.46,Jakarta,April 25,highest,C,16,43,23,20,195.76,0.0,"[{""label"": ""35C"", ""count"": 16}, {""label"": ""36C"", ""count"": 11}, {""label"": ""37C"", ""count"": 6}, {""label"": ""34C"", ""count"": 4}, {""label"": ""33C"", ""count"": 2}, {""label"": ""38C or higher"", ""count"": 2}, {""label"": ""32C"", ""count"": 2}]","{""exact_value"": 41, ""threshold_high"": 2}","{""BUY"": 19, ""NO"": 13, ""YES"": 7, ""SELL"": 4}","[{""handle"": ""hotcold"", ""count"": 10}, {""handle"": ""hgmr2"", ""count"": 8}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""cyberkurajber"", ""count"": 3}, {""handle"": ""tianqizhishen"", ""count"": 3}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 2}, {""handle"": ""StayFreshCheeseBags"", ""count"": 2}, {""handle"": ""738925"", ""count"": 2}]"
385.55,Tel Aviv,April 26,highest,C,14,58,21,37,1855.18,0.0,"[{""label"": ""28C"", ""count"": 18}, {""label"": ""27C"", ""count"": 13}, {""label"": ""29C"", ""count"": 8}, {""label"": ""31C or higher"", ""count"": 4}, {""label"": ""26C"", ""count"": 4}, {""label"": ""25C"", ""count"": 3}, {""label"": ""30C"", ""count"": 2}, {""label"": ""23C"", ""count"": 2}]","{""exact_value"": 53, ""threshold_high"": 4, ""threshold_low"": 1}","{""NO"": 27, ""BUY"": 20, ""YES"": 10, ""SELL"": 1}","[{""handle"": ""PaulaLolik"", ""count"": 16}, {""handle"": ""hgmr2"", ""count"": 9}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 6}, {""handle"": ""heimaokuaipao"", ""count"": 5}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""Poligarch"", ""count"": 4}, {""handle"": ""oleksiyz"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}]"
383.7,Paris,April 26,highest,C,16,37,13,24,819.63,0.0,"[{""label"": ""22C"", ""count"": 13}, {""label"": ""23C"", ""count"": 10}, {""label"": ""15C or below"", ""count"": 3}, {""label"": ""20C"", ""count"": 3}, {""label"": ""24C"", ""count"": 2}, {""label"": ""21C"", ""count"": 2}, {""label"": ""19C"", ""count"": 1}, {""label"": ""18C"", ""count"": 1}]","{""exact_value"": 33, ""threshold_low"": 3, ""threshold_high"": 1}","{""NO"": 13, ""BUY"": 12, ""YES"": 11, ""SELL"": 1}","[{""handle"": ""PaulaLolik"", ""count"": 8}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""dpnd"", ""count"": 3}, {""handle"": ""hgmr2"", ""count"": 3}, {""handle"": ""Railbird"", ""count"": 2}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 2}, {""handle"": ""Lex-tang"", ""count"": 2}, {""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 2}]"
370.02,Madrid,April 26,highest,C,14,49,22,27,1652.28,0.0,"[{""label"": ""25C"", ""count"": 13}, {""label"": ""26C"", ""count"": 11}, {""label"": ""27C"", ""count"": 10}, {""label"": ""24C"", ""count"": 6}, {""label"": ""23C"", ""count"": 3}, {""label"": ""22C"", ""count"": 2}, {""label"": ""21C"", ""count"": 2}, {""label"": ""28C"", ""count"": 1}]","{""exact_value"": 48, ""threshold_high"": 1}","{""BUY"": 22, ""NO"": 15, ""YES"": 12}","[{""handle"": ""PaulaLolik"", ""count"": 14}, {""handle"": ""hgmr2"", ""count"": 5}, {""handle"": ""dpnd"", ""count"": 4}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""Poligarch"", ""count"": 4}, {""handle"": ""heimaokuaipao"", ""count"": 3}, {""handle"": ""Kaiji-"", ""count"": 3}]"
369.11,Paris,April 24,highest,C,15,45,34,11,161.17,0.0,"[{""label"": ""22C"", ""count"": 15}, {""label"": ""21C"", ""count"": 11}, {""label"": ""23C"", ""count"": 11}, {""label"": ""24C"", ""count"": 4}, {""label"": ""25C or higher"", ""count"": 2}, {""label"": ""20C"", ""count"": 1}, {""label"": ""18C"", ""count"": 1}]","{""exact_value"": 43, ""threshold_high"": 2}","{""BUY"": 22, ""SELL"": 12, ""YES"": 10, ""NO"": 1}","[{""handle"": ""smallyua"", ""count"": 11}, {""handle"": ""Maskache2"", ""count"": 4}, {""handle"": ""neophyt"", ""count"": 4}, {""handle"": ""newbees"", ""count"": 4}, {""handle"": ""Jiuzhou"", ""count"": 4}, {""handle"": ""Lex-tang"", ""count"": 3}, {""handle"": ""Andyminvest"", ""count"": 3}, {""handle"": ""hkooooo"", ""count"": 3}]"
365.39,Chengdu,April 26,highest,C,15,40,16,24,538.59,0.0,"[{""label"": ""26C or higher"", ""count"": 12}, {""label"": ""25C"", ""count"": 10}, {""label"": ""24C"", ""count"": 8}, {""label"": ""23C"", ""count"": 3}, {""label"": ""21C"", ""count"": 3}, {""label"": ""22C"", ""count"": 2}, {""label"": ""18C"", ""count"": 1}, {""label"": ""17C"", ""count"": 1}]","{""exact_value"": 28, ""threshold_high"": 12}","{""BUY"": 15, ""YES"": 12, ""NO"": 12, ""SELL"": 1}","[{""handle"": ""PaulaLolik"", ""count"": 6}, {""handle"": ""Andyminvest"", ""count"": 5}, {""handle"": ""hgmr2"", ""count"": 5}, {""handle"": ""0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210"", ""count"": 4}, {""handle"": ""tianqizhishen"", ""count"": 4}, {""handle"": ""Wistesty"", ""count"": 3}, {""handle"": ""oleksiyz"", ""count"": 2}, {""handle"": ""Lex-tang"", ""count"": 2}]"
364.27,Kuala Lumpur,April 25,highest,C,15,37,17,20,876.8,0.0,"[{""label"": ""36C"", ""count"": 15}, {""label"": ""37C or higher"", ""count"": 8}, {""label"": ""32C"", ""count"": 7}, {""label"": ""34C"", ""count"": 3}, {""label"": ""35C"", ""count"": 2}, {""label"": ""33C"", ""count"": 2}]","{""exact_value"": 29, ""threshold_high"": 8}","{""YES"": 13, ""BUY"": 12, ""NO"": 7, ""SELL"": 5}","[{""handle"": ""newbees"", ""count"": 9}, {""handle"": ""Andyminvest"", ""count"": 4}, {""handle"": ""hotcold"", ""count"": 3}, {""handle"": ""0x2048"", ""count"": 3}, {""handle"": ""patrickbro-wn"", ""count"": 3}, {""handle"": ""ColdMath"", ""count"": 2}, {""handle"": ""oleksiyz"", ""count"": 2}, {""handle"": ""Jiuzhou"", ""count"": 2}]"
360.74,Los Angeles,April 25,highest,F,12,75,41,34,823.51,0.0,"[{""label"": ""68-69F"", ""count"": 13}, {""label"": ""70-71F"", ""count"": 13}, {""label"": ""64-65F"", ""count"": 13}, {""label"": ""66-67F"", ""count"": 12}, {""label"": ""62-63F"", ""count"": 11}, {""label"": ""60-61F"", ""count"": 6}, {""label"": ""72-73F"", ""count"": 4}, {""label"": ""74F or higher"", ""count"": 3}]","{""exact_range"": 72, ""threshold_high"": 3}","{""BUY"": 22, ""SELL"": 19, ""YES"": 18, ""NO"": 16}","[{""handle"": ""tinylonglong"", ""count"": 17}, {""handle"": ""Railbird"", ""count"": 14}, {""handle"": ""StayFreshCheeseBags"", ""count"": 14}, {""handle"": ""patrickbro-wn"", ""count"": 9}, {""handle"": ""jeffkatsu"", ""count"": 6}, {""handle"": ""Jiuzhou"", ""count"": 5}, {""handle"": ""Andyminvest"", ""count"": 3}, {""handle"": ""dpnd"", ""count"": 2}]"
